"ID","gene","pathway"
"5111","GRMZM2G538064","cellulose biosynthesis"
"5112","GRMZM2G039792","methyl indole-3-acetate interconversion"
"5113","GRMZM2G039792","triacylglycerol degradation"
"5114","GRMZM2G405499","chorismate biosynthesis I"
"5115","GRMZM2G097977","chorismate biosynthesis I"
"5116","GRMZM2G110324","lysine degradation II"
"5117","GRMZM2G110324","lysine degradation II"
"5118","GRMZM2G122231","trehalose biosynthesis I"
"5119","GRMZM2G110558","GDP-L-fucose biosynthesis I (from GDP-D-mannose)"
"5120","GRMZM2G110558","brassinosteroid biosynthesis II"
"5121","GRMZM2G110558","colanic acid building blocks biosynthesis"
"5122","GRMZM2G110558","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"5123","GRMZM2G110558","galactose degradation III"
"5124","GRMZM2G110558","galactose degradation I (Leloir pathway)"
"5125","GRMZM2G110558","stachyose degradation"
"5126","GRMZM2G110558","UDP-galactose biosynthesis"
"5127","GRMZM2G110558","UDP-D-galacturonate biosynthesis I (from UDP-D-glucuronate)"
"5128","GRMZM2G017868","methylerythritol phosphate pathway"
"5129","GRMZM2G017868","<i>trans trans<i>-farnesyl diphosphate biosynthesis"
"5130","GRMZM2G017868","mevalonate pathway I"
"5131","GRMZM2G178958","wound-induced proteolysis I"
"5132","GRMZM2G178958","seed germination protein turnover"
"5133","GRMZM2G070351","mevalonate pathway I"
"5134","GRMZM5G836910","aspartate biosynthesis"
"5135","GRMZM5G836910","aspartate degradation II"
"5136","GRMZM2G481027","glycogen biosynthesis II (from UDP-D-Glucose)"
"5137","GRMZM2G481027","glycogen biosynthesis II (from UDP-D-Glucose)"
"5138","GRMZM2G178892","glycolipid biosynthesis"
"5139","GRMZM2G419257","glycogen biosynthesis I (from ADP-D-Glucose)"
"5140","GRMZM2G419257","starch biosynthesis"
"5141","GRMZM5G806257","cysteine biosynthesis I"
"5142","GRMZM5G806449","glutathione redox reactions II"
"5143","GRMZM5G806449","glutathione redox reactions I"
"5144","GRMZM5G806449","acetyl-CoA biosynthesis (from pyruvate)"
"5145","GRMZM5G806449","2-ketoglutarate dehydrogenase complex"
"5146","GRMZM5G806449","glycine cleavage complex"
"5147","GRMZM5G894016","fatty acid elongation -- saturated"
"5148","GRMZM5G894016","palmitate biosynthesis II (bacteria and plants)"
"5149","GRMZM5G894016","stearate biosynthesis II (plants)"
"5150","GRMZM5G824600","pyruvate fermentation to lactate"
"5151","GRMZM5G824600","valine degradation II"
"5152","GRMZM5G824600","leucine degradation III"
"5153","GRMZM5G824600","phenylethanol biosynthesis"
"5154","GRMZM2G143651","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"5155","GRMZM2G143651","aerobic respiration -- electron donor II"
"5156","GRMZM2G143651","NADNADH phosphorylation and dephosphorylation"
"5157","GRMZM2G143651","brassinosteroid biosynthesis II"
"5158","GRMZM5G837869","lutein biosynthesis"
"5159","GRMZM5G837869","zeaxanthin biosynthesis"
"5160","GRMZM5G837869","zeaxanthin biosynthesis"
"5161","GRMZM2G364172","adenosine nucleotides <i>de novo<i> biosynthesis"
"5162","GRMZM2G064603","salvage pathways of pyrimidine ribonucleotides"
"5163","GRMZM2G101502","hypusine biosynthesis"
"5164","GRMZM2G171662","brassinosteroid biosynthesis II"
"5165","GRMZM2G171662","colanic acid building blocks biosynthesis"
"5166","GRMZM2G171662","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"5167","GRMZM2G171662","galactose degradation III"
"5168","GRMZM2G171662","galactose degradation I (Leloir pathway)"
"5169","GRMZM2G171662","stachyose degradation"
"5170","GRMZM2G171662","UDP-galactose biosynthesis"
"5171","GRMZM2G048470","phospholipases"
"5172","GRMZM2G048497","threonine biosynthesis from homoserine"
"5173","GRMZM2G048497","methionine biosynthesis II"
"5174","GRMZM2G077531","brassinosteroid biosynthesis II"
"5175","GRMZM2G397661","&omega;-hydroxylation of caprate and laurate"
"5176","GRMZM2G397661","&omega;-hydroxylation of caprate and laurate"
"5177","GRMZM2G397661","acyl-CoA hydrolysis"
"5178","GRMZM2G000586","23-dihydroxybenzoate biosynthesis"
"5179","GRMZM2G000586","pyruvate fermentation to ethanol II"
"5180","GRMZM2G000586","acetaldehyde biosynthesis I"
"5181","GRMZM2G000586","ethanol degradation II (cytosol)"
"5182","GRMZM2G000586","valine degradation II"
"5183","GRMZM2G000586","leucine degradation III"
"5184","GRMZM2G000586","phenylethanol biosynthesis"
"5185","GRMZM5G857620","glycolysis III"
"5186","GRMZM5G857620","gluconeogenesis I"
"5187","GRMZM5G857620","glycolysis I"
"5188","GRMZM5G857620","glycolysis IV (plant cytosol)"
"5189","GRMZM5G803334","glycolysis III"
"5190","GRMZM5G803334","gluconeogenesis I"
"5191","GRMZM5G803334","glycolysis I"
"5192","GRMZM5G803334","glycolysis IV (plant cytosol)"
"5193","GRMZM2G107082","acetyl-CoA biosynthesis (from citrate)"
"5194","GRMZM2G033544","cyclopropane fatty acid (CFA) biosynthesis"
"5195","GRMZM2G033544","cyclopropane and cyclopropene fatty acid biosynthesis"
"5196","GRMZM2G431856","homogalacturonan degradation"
"5197","GRMZM2G171045","salvage pathways of pyrimidine ribonucleotides"
"5198","GRMZM2G106443","cytokinins-<i>O<i>-glucoside biosynthesis"
"5199","GRMZM2G106443","cytokinins-<i>O<i>-glucoside biosynthesis"
"5200","GRMZM2G139828","homogalacturonan degradation"
"5201","GRMZM2G085054","flavonol glucosylation I"
"5202","GRMZM2G085054","flavonol glucosylation I"
"5203","GRMZM2G085054","flavonol glucosylation I"
"5204","GRMZM2G085054","cytokinins-<i>O<i>-glucoside biosynthesis"
"5205","GRMZM2G085054","cytokinins-<i>O<i>-glucoside biosynthesis"
"5206","GRMZM2G085381","IAA biosynthesis I"
"5207","GRMZM2G085381","tryptophan biosynthesis"
"5208","GRMZM2G085854","coniferin metabolism"
"5209","GRMZM2G085854","flavonol glucosylation I"
"5210","GRMZM2G085854","flavonol glucosylation I"
"5211","GRMZM2G085854","flavonol glucosylation I"
"5212","GRMZM2G085854","cytokinins-<i>O<i>-glucoside biosynthesis"
"5213","GRMZM2G085854","cytokinins-<i>O<i>-glucoside biosynthesis"
"5214","GRMZM2G085854","monolignol glucosides biosynthesis"
"5215","GRMZM2G070429","triacylglycerol degradation"
"5216","GRMZM2G370988","23-dihydroxybenzoate biosynthesis"
"5217","GRMZM2G097981","23-dihydroxybenzoate biosynthesis"
"5218","GRMZM2G097981","pyruvate fermentation to ethanol II"
"5219","GRMZM2G097981","acetaldehyde biosynthesis I"
"5220","GRMZM2G097981","ethanol degradation II (cytosol)"
"5221","GRMZM2G097981","valine degradation II"
"5222","GRMZM2G097981","leucine degradation III"
"5223","GRMZM2G097981","phenylethanol biosynthesis"
"5224","GRMZM2G006480","ethylene biosynthesis from methionine"
"5225","GRMZM2G348729","inosine-5-phosphate biosynthesis II"
"5226","GRMZM2G348729","adenosine nucleotides <i>de novo<i> biosynthesis"
"5227","GRMZM2G348729","purine nucleotides <i>de novo<i> biosynthesis II"
"5228","GRMZM2G348729","superpathway of glyoxylate cycle"
"5229","GRMZM2G348729","TCA cycle variation III (eukaryotic)"
"5230","GRMZM2G542227","D-mannose degradation"
"5231","GRMZM2G542227","mannitol degradation II"
"5232","GRMZM2G542227","GDP-mannose biosynthesis"
"5233","GRMZM2G542227","ascorbate biosynthesis I (L-galactose pathway)"
"5234","GRMZM5G878139","CDP-diacylglycerol biosynthesis II"
"5235","GRMZM5G878139","CDP-diacylglycerol biosynthesis I"
"5236","GRMZM5G878139","triacylglycerol biosynthesis"
"5237","GRMZM2G169160","selenocysteine biosynthesis II (archaea and eukaryotes)"
"5238","GRMZM2G169160","tRNA charging pathway"
"5239","GRMZM2G445854","<i>ent<i>-kaurene biosynthesis I"
"5240","AC218998.2_FG011","<i>ent<i>-kaurene biosynthesis I"
"5241","GRMZM2G099666","&beta;-alanine biosynthesis II"
"5242","GRMZM2G099666","jasmonic acid biosynthesis"
"5243","GRMZM2G099666","jasmonic acid biosynthesis"
"5244","GRMZM2G099666","jasmonic acid biosynthesis"
"5245","GRMZM2G099666","fatty acid &beta;-oxidation II (core pathway)"
"5246","GRMZM2G456471","D-mannose degradation"
"5247","GRMZM2G456471","mannitol degradation II"
"5248","GRMZM2G456471","GDP-mannose biosynthesis"
"5249","GRMZM2G456471","ascorbate biosynthesis I (L-galactose pathway)"
"5250","GRMZM2G426415","coniferin metabolism"
"5251","GRMZM2G426415","flavonol glucosylation I"
"5252","GRMZM2G426415","flavonol glucosylation I"
"5253","GRMZM2G426415","flavonol glucosylation I"
"5254","GRMZM2G426415","cytokinins-<i>O<i>-glucoside biosynthesis"
"5255","GRMZM2G426415","cytokinins-<i>O<i>-glucoside biosynthesis"
"5256","GRMZM2G426415","monolignol glucosides biosynthesis"
"5257","GRMZM2G138907","brassinosteroid biosynthesis II"
"5258","GRMZM2G045753","glycerol degradation I"
"5259","GRMZM2G020288","glycine cleavage complex"
"5260","GRMZM2G008507","sucrose biosynthesis"
"5261","GRMZM5G872443","wax esters biosynthesis II"
"5262","GRMZM5G872443","triacylglycerol biosynthesis"
"5263","GRMZM2G139533","methionine salvage I"
"5264","GRMZM2G124593","glycolysis III"
"5265","GRMZM2G124593","glycolysis I"
"5266","GRMZM2G124593","glycolysis IV (plant cytosol)"
"5267","GRMZM2G124593","Rubisco shunt"
"5268","GRMZM2G098346","valine degradation II"
"5269","GRMZM2G098346","leucine degradation III"
"5270","GRMZM2G098346","phenylethanol biosynthesis"
"5271","GRMZM2G098346","colanic acid building blocks biosynthesis"
"5272","GRMZM2G098346","galactose degradation III"
"5273","GRMZM2G098346","UDP-D-xylose and UDP-D-glucuronate biosynthesis"
"5274","GRMZM2G053711","CDP-diacylglycerol biosynthesis II"
"5275","GRMZM2G053711","CDP-diacylglycerol biosynthesis I"
"5276","GRMZM2G370377","sphingolipid biosynthesis (plants)"
"5277","GRMZM2G061230","betanidin degradation"
"5278","GRMZM2G176698","D-<i>myo<i>-inositol (145)-trisphosphate biosynthesis"
"5279","GRMZM2G176698","3-phosphoinositide biosynthesis"
"5280","GRMZM2G118558","adenosine nucleotides <i>de novo<i> biosynthesis"
"5281","GRMZM2G117609","riboflavin biosynthesis I (plastidic)"
"5282","GRMZM2G117609","photorespiration"
"5283","GRMZM2G117627","phospholipases"
"5284","GRMZM2G117627","triacylglycerol degradation"
"5285","GRMZM2G143373","23-dihydroxybenzoate biosynthesis"
"5286","GRMZM2G066304","adenosine nucleotides degradation I"
"5287","GRMZM2G066304","purine nucleotides <i>de novo<i> biosynthesis II"
"5288","GRMZM2G440208","pentose phosphate pathway (oxidative branch)"
"5289","GRMZM2G139880","folate transformations II (plants)"
"5290","GRMZM2G139880","tetrahydrofolate biosynthesis (mitochondrial)"
"5291","GRMZM2G139880","pyrimidine deoxyribonucleotides <i>de novo<i> biosynthesis I"
"5292","GRMZM2G139880","folate transformations II (plants)"
"5293","GRMZM2G574782","photorespiration"
"5294","GRMZM2G574782","methionine salvage I"
"5295","GRMZM2G160013","aerobic respiration -- electron donor II"
"5296","GRMZM2G078143","glycine biosynthesis I"
"5297","GRMZM2G078143","photorespiration"
"5298","GRMZM2G078143","folate polyglutamylation"
"5299","GRMZM2G078143","folate transformations II (plants)"
"5300","GRMZM2G015295","methionine degradation I (to homocysteine)"
"5301","GRMZM2G015295","<i>S<i>-adenosyl-L-methionine cycle II"
"5302","GRMZM2G015295","tetrapyrrole biosynthesis I"
"5303","GRMZM2G013761","glycine biosynthesis IV"
"5304","GRMZM2G030862","sphingolipid biosynthesis (plants)"
"5305","GRMZM2G142030","sphingolipid biosynthesis (plants)"
"5306","GRMZM2G047800","23-dihydroxybenzoate biosynthesis"
"5307","GRMZM2G047800","tetrapyrrole biosynthesis I"
"5308","GRMZM2G047800","valine degradation II"
"5309","GRMZM2G047800","leucine degradation III"
"5310","GRMZM2G047800","phenylethanol biosynthesis"
"5311","GRMZM2G007012","flavonol glucosylation I"
"5312","GRMZM2G007012","flavonol glucosylation I"
"5313","GRMZM2G007012","flavonol glucosylation I"
"5314","GRMZM2G007012","cytokinins-<i>O<i>-glucoside biosynthesis"
"5315","GRMZM2G007012","cytokinins-<i>O<i>-glucoside biosynthesis"
"5316","GRMZM2G389944","flavonol glucosylation I"
"5317","GRMZM2G389944","flavonol glucosylation I"
"5318","GRMZM2G389944","flavonol glucosylation I"
"5319","GRMZM2G389944","cytokinins-<i>O<i>-glucoside biosynthesis"
"5320","GRMZM2G389944","cytokinins-<i>O<i>-glucoside biosynthesis"
"5321","GRMZM2G391000","homogalacturonan biosynthesis"
"5322","AC197757.3_FG003","phenylethanol biosynthesis"
"5323","GRMZM2G310172","vitamin E biosynthesis"
"5324","GRMZM2G020801","leucine biosynthesis"
"5325","GRMZM2G020801","glyoxylate cycle"
"5326","GRMZM2G020801","TCA cycle variation III (eukaryotic)"
"5327","GRMZM2G020801","glutamine biosynthesis III"
"5328","GRMZM2G020801","glyoxylate cycle"
"5329","GRMZM2G020801","TCA cycle variation III (eukaryotic)"
"5330","GRMZM2G020801","glutamine biosynthesis III"
"5331","GRMZM2G020801","leucine biosynthesis"
"5332","GRMZM2G125151","glycolysis III"
"5333","GRMZM2G125151","glycolysis I"
"5334","GRMZM2G125151","glycolysis IV (plant cytosol)"
"5335","GRMZM2G130442","&gamma;-glutamyl cycle"
"5336","GRMZM2G130442","hypoglycin biosynthesis"
"5337","GRMZM2G149153","UDP-glucose biosynthesis (from glucose 6-phosphate)"
"5338","GRMZM2G059445","choline biosynthesis III"
"5339","GRMZM2G059445","phosphatidylcholine biosynthesis I"
"5340","GRMZM2G059445","phosphatidylcholine biosynthesis II"
"5341","GRMZM2G122277","cellulose biosynthesis"
"5342","AC196475.3_FG004","methylquercetin biosynthesis"
"5343","AC196475.3_FG004","suberin biosynthesis"
"5344","AC196475.3_FG004","free phenylpropanoid acid biosynthesis"
"5345","AC196475.3_FG004","simplecoumarins biosynthesis"
"5346","AC196475.3_FG004","phenylpropanoid biosynthesis"
"5347","AC196475.3_FG004","ferulate and sinapate biosynthesis"
"5348","AC196475.3_FG004","free phenylpropanoid acid biosynthesis"
"5349","GRMZM2G128504","IAA conjugate biosynthesis I"
"5350","GRMZM2G139550","pentose phosphate pathway (non-oxidative branch)"
"5351","GRMZM2G139550","Rubisco shunt"
"5352","GRMZM2G000481","tRNA charging pathway"
"5353","GRMZM2G000481","tRNA charging pathway"
"5354","GRMZM2G174860","phospholipases"
"5355","GRMZM2G174860","triacylglycerol degradation"
"5356","GRMZM2G458200","homogalacturonan degradation"
"5357","GRMZM2G169593","tryptophan biosynthesis"
"5358","GRMZM2G390489","&gamma;-glutamyl cycle"
"5359","GRMZM2G390489","hypoglycin biosynthesis"
"5360","GRMZM2G046804","glycolysis IV (plant cytosol)"
"5361","GRMZM2G046804","lysine biosynthesis VI"
"5362","GRMZM2G046804","glycolysis III"
"5363","GRMZM2G046804","gluconeogenesis I"
"5364","GRMZM2G046804","glycolysis I"
"5365","GRMZM2G046804","glycolysis IV (plant cytosol)"
"5366","GRMZM2G302259","succinate to cytochrome <i>bd<i> oxidase electron transfer"
"5367","GRMZM2G302259","aerobic respiration -- electron donor II"
"5368","GRMZM2G302259","superpathway of glyoxylate cycle"
"5369","GRMZM2G302259","TCA cycle variation III (eukaryotic)"
"5370","GRMZM2G105438","succinate to cytochrome <i>bd<i> oxidase electron transfer"
"5371","GRMZM2G105438","aerobic respiration -- electron donor II"
"5372","GRMZM2G105438","superpathway of glyoxylate cycle"
"5373","GRMZM2G105438","TCA cycle variation III (eukaryotic)"
"5374","GRMZM2G318860","phospholipases"
"5375","GRMZM2G359260","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"5376","GRMZM2G359260","aerobic respiration -- electron donor II"
"5377","GRMZM2G359260","NADNADH phosphorylation and dephosphorylation"
"5378","GRMZM2G300141","homogalacturonan degradation"
"5379","GRMZM2G459828","glycolysis III"
"5380","GRMZM2G459828","glycolysis I"
"5381","GRMZM2G459828","glycolysis IV (plant cytosol)"
"5382","GRMZM2G138060","glycogen biosynthesis I (from ADP-D-Glucose)"
"5383","GRMZM2G138060","glycogen biosynthesis II (from UDP-D-Glucose)"
"5384","GRMZM2G138060","starch biosynthesis"
"5385","GRMZM2G052357","GDP-L-fucose biosynthesis I (from GDP-D-mannose)"
"5386","GRMZM2G052357","brassinosteroid biosynthesis II"
"5387","GRMZM2G052357","colanic acid building blocks biosynthesis"
"5388","GRMZM2G052357","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"5389","GRMZM2G052357","galactose degradation III"
"5390","GRMZM2G052357","galactose degradation I (Leloir pathway)"
"5391","GRMZM2G052357","stachyose degradation"
"5392","GRMZM2G052357","UDP-galactose biosynthesis"
"5393","GRMZM2G052357","UDP-D-galacturonate biosynthesis I (from UDP-D-glucuronate)"
"5394","GRMZM5G896883","<i>S<i>-adenosyl-L-methionine cycle I"
"5395","GRMZM5G896883","methylthioadenosine degradation"
"5396","GRMZM5G896883","methionine salvage I"
"5397","AC204690.4_FG005","uracil degradation II (reductive)"
"5398","AC204690.4_FG005","uridine-5-phosphate biosynthesis"
"5399","AC204690.4_FG005","thymine degradation"
"5400","GRMZM2G007953","citrulline biosynthesis"
"5401","GRMZM2G007953","proline biosynthesis I"
"5402","GRMZM2G046994","IAA conjugate biosynthesis I"
"5403","GRMZM2G002704","flavonoid biosynthesis"
"5404","GRMZM2G002704","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"5405","GRMZM2G002704","pinobanksin biosynthesis"
"5406","GRMZM2G014069","valine biosynthesis"
"5407","GRMZM2G014069","isoleucine biosynthesis I (from threonine)"
"5408","GRMZM2G085960","adenine and adenosine salvage II"
"5409","GRMZM2G085960","adenosine nucleotides degradation I"
"5410","GRMZM2G085960","adenosine nucleotides degradation I"
"5411","GRMZM2G085960","guanine and guanosine salvage II"
"5412","GRMZM2G085960","guanosine nucleotides degradation II"
"5413","GRMZM2G085960","pyrimidine ribonucleosides degradation II"
"5414","GRMZM2G134708","acetyl-CoA biosynthesis (from pyruvate)"
"5415","GRMZM2G134708","ascorbate glutathione cycle"
"5416","GRMZM2G134708","2-ketoglutarate dehydrogenase complex"
"5417","GRMZM2G134708","glycine cleavage complex"
"5418","GRMZM2G090241","lysine biosynthesis VI"
"5419","GRMZM2G391312","<i>ent<i>-kaurene biosynthesis I"
"5420","GRMZM2G070422","fatty acid elongation -- saturated"
"5421","GRMZM2G070422","fatty acid elongation -- saturated"
"5422","GRMZM2G070422","stearate biosynthesis II (plants)"
"5423","GRMZM2G070422","palmitate biosynthesis II (bacteria and plants)"
"5424","GRMZM2G070422","palmitate biosynthesis II (bacteria and plants)"
"5425","GRMZM2G070422","palmitate biosynthesis II (bacteria and plants)"
"5426","GRMZM2G070422","palmitate biosynthesis II (bacteria and plants)"
"5427","GRMZM2G070422","palmitate biosynthesis II (bacteria and plants)"
"5428","GRMZM2G070422","palmitate biosynthesis II (bacteria and plants)"
"5429","GRMZM2G070422","palmitate biosynthesis II (bacteria and plants)"
"5430","GRMZM2G568636","nitrate reduction II (assimilatory)"
"5431","GRMZM2G057519","glycine biosynthesis IV"
"5432","GRMZM2G388155","sphingolipid biosynthesis (plants)"
"5433","GRMZM2G087259","cyanate degradation"
"5434","GRMZM2G087259","ascorbate glutathione cycle"
"5435","GRMZM2G105954","phaseic acid biosynthesis"
"5436","AC197714.3_FG004","betanidin degradation"
"5437","GRMZM2G014193","phosphate acquisition"
"5438","GRMZM2G014193","phosphate utilization in cell wall regeneration"
"5439","GRMZM2G014193","NADNADH phosphorylation and dephosphorylation"
"5440","AC186145.3_FG002","glycolysis III"
"5441","AC186145.3_FG002","gluconeogenesis I"
"5442","AC186145.3_FG002","glycolysis I"
"5443","AC186145.3_FG002","glycolysis IV (plant cytosol)"
"5444","AC186145.3_FG002","Rubisco shunt"
"5445","GRMZM2G007736","trehalose biosynthesis I"
"5446","GRMZM2G175499","homogalacturonan degradation"
"5447","GRMZM2G082087","jasmonic acid biosynthesis"
"5448","GRMZM2G055331","sucrose biosynthesis"
"5449","GRMZM2G437977","homoserine biosynthesis"
"5450","GRMZM2G437977","lysine biosynthesis VI"
"5451","GRMZM2G437977","homoserine biosynthesis"
"5452","GRMZM2G389303","homoserine biosynthesis"
"5453","GRMZM2G389303","lysine biosynthesis VI"
"5454","GRMZM2G389303","homoserine biosynthesis"
"5455","GRMZM2G365423","homoserine biosynthesis"
"5456","GRMZM2G365423","lysine biosynthesis VI"
"5457","GRMZM2G365423","homoserine biosynthesis"
"5458","GRMZM2G399421","homogalacturonan degradation"
"5459","GRMZM2G030628","adenosine nucleotides <i>de novo<i> biosynthesis"
"5460","GRMZM2G030628","pyrimidine deoxyribonucleotides <i>de novo<i> biosynthesis I"
"5461","GRMZM2G300258","chorismate biosynthesis I"
"5462","GRMZM2G115077","geranylgeranyldiphosphate biosynthesis"
"5463","GRMZM2G115077","nonaprenyl diphosphate biosynthesis III"
"5464","GRMZM2G115077","geranyl diphosphate biosynthesis"
"5465","GRMZM2G115077","<i>trans trans<i>-farnesyl diphosphate biosynthesis"
"5466","GRMZM2G115077","nonaprenyl diphosphate biosynthesis II"
"5467","GRMZM2G115077","nonaprenyl diphosphate biosynthesis III"
"5468","GRMZM2G115077","heptaprenyl diphosphate biosynthesis"
"5469","GRMZM2G115077","hexaprenyl diphosphate biosynthesis"
"5470","GRMZM2G115077","nonaprenyl diphosphate biosynthesis III"
"5471","GRMZM2G081583","lactose degradation III"
"5472","GRMZM2G126128","pantothenate biosynthesis I"
"5473","GRMZM2G080380","uridine-5-phosphate biosynthesis"
"5474","GRMZM2G080380","arginine biosynthesis II (acetyl cycle)"
"5475","GRMZM2G080380","arginine biosynthesis I"
"5476","GRMZM2G080380","citrulline biosynthesis"
"5477","GRMZM2G080380","citrulline degradation"
"5478","GRMZM2G080380","proline biosynthesis II (from arginine)"
"5479","GRMZM2G080380","urea cycle"
"5480","GRMZM2G093945","glucose and glucose-1-phosphate degradation"
"5481","GRMZM2G093945","GDP-glucose biosynthesis"
"5482","GRMZM2G093945","sucrose degradation III"
"5483","GRMZM2G093945","starch biosynthesis"
"5484","GRMZM2G093945","starch degradation"
"5485","GRMZM2G093945","sucrose biosynthesis"
"5486","GRMZM2G103721","3-phosphoinositide biosynthesis"
"5487","GRMZM2G174732","flavonoid biosynthesis"
"5488","GRMZM2G174732","phenylpropanoid biosynthesis"
"5489","GRMZM2G174732","simplecoumarins biosynthesis"
"5490","GRMZM2G174732","4-hydroxybenzoate biosynthesis V"
"5491","GRMZM2G174732","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"5492","GRMZM2G174732","suberin biosynthesis"
"5493","GRMZM2G174732","suberin biosynthesis"
"5494","GRMZM2G147756","homogalacturonan degradation"
"5495","GRMZM2G366659","trehalose biosynthesis I"
"5496","GRMZM2G366659","trehalose biosynthesis I"
"5497","GRMZM2G103186","chlorophyllide <i>a<i> biosynthesis I"
"5498","GRMZM2G542847","gibberellin inactivation I (2&beta;-hydroxylation)"
"5499","GRMZM2G702490","leucine degradation I"
"5500","GRMZM2G013214","glycine betaine biosynthesis III (plants)"
"5501","GRMZM2G013214","citrulline biosynthesis"
"5502","GRMZM2G013214","proline biosynthesis I"
"5503","GRMZM2G013214","arginine degradation I (arginase pathway)"
"5504","GRMZM2G013214","proline degradation"
"5505","GRMZM2G146754","glycine betaine biosynthesis III (plants)"
"5506","GRMZM2G146754","citrulline biosynthesis"
"5507","GRMZM2G146754","proline biosynthesis I"
"5508","GRMZM2G146754","arginine degradation I (arginase pathway)"
"5509","GRMZM2G146754","proline degradation"
"5510","GRMZM2G117786","acetyl-CoA biosynthesis (from pyruvate)"
"5511","GRMZM2G117811","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"5512","GRMZM2G117811","aerobic respiration -- electron donor II"
"5513","GRMZM2G117811","NADNADH phosphorylation and dephosphorylation"
"5514","GRMZM2G068455","gluconeogenesis I"
"5515","GRMZM2G068455","glyoxylate cycle"
"5516","GRMZM2G068455","aspartate degradation II"
"5517","GRMZM2G068455","TCA cycle variation III (eukaryotic)"
"5518","GRMZM2G068455","superpathway of glyoxylate cycle"
"5519","AC198937.4_FG003","phenylalanine biosynthesis I"
"5520","AC198937.4_FG003","tyrosine biosynthesis II"
"5521","AC198937.4_FG003","phenylalanine biosynthesis II"
"5522","GRMZM2G035268","glycolysis IV (plant cytosol)"
"5523","GRMZM2G035268","citrulline biosynthesis"
"5524","GRMZM2G035268","proline biosynthesis I"
"5525","GRMZM2G035268","arginine degradation I (arginase pathway)"
"5526","GRMZM2G035268","proline degradation"
"5527","GRMZM2G072608","folate transformations II (plants)"
"5528","GRMZM2G072608","tetrahydrofolate biosynthesis (mitochondrial)"
"5529","GRMZM2G072608","pyrimidine deoxyribonucleotides <i>de novo<i> biosynthesis I"
"5530","GRMZM2G072608","folate transformations II (plants)"
"5531","GRMZM2G089698","benzoylanthranilate biosynthesis"
"5532","GRMZM2G131118","adenosine nucleotides degradation I"
"5533","GRMZM2G131118","purine nucleotides <i>de novo<i> biosynthesis II"
"5534","GRMZM2G413226","glycolysis III"
"5535","GRMZM2G413226","glycolysis I"
"5536","GRMZM2G413226","glycolysis IV (plant cytosol)"
"5537","GRMZM2G413226","glycolysis IV (plant cytosol)"
"5538","GRMZM2G301877","dolichyl-diphosphooligosaccharide biosynthesis"
"5539","AC205154.3_FG005","betanidin degradation"
"5540","GRMZM2G143357","aerobic respiration -- electron donor II"
"5541","GRMZM2G143357","valine biosynthesis"
"5542","GRMZM2G143357","isoleucine biosynthesis I (from threonine)"
"5543","GRMZM2G027673","oleate biosynthesis I (plants)"
"5544","GRMZM2G125668","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"5545","GRMZM2G125668","aerobic respiration -- electron donor II"
"5546","GRMZM2G125668","NADNADH phosphorylation and dephosphorylation"
"5547","AC207397.3_FG001","UDP-glucose biosynthesis (from glucose 6-phosphate)"
"5548","GRMZM2G054687","aerobic respiration -- electron donor II"
"5549","AC217811.3_FG002","phenylethanol biosynthesis"
"5550","AC217811.3_FG003","phenylethanol biosynthesis"
"5551","GRMZM2G165483","aerobic respiration -- electron donor II"
"5552","GRMZM2G170842","sucrose degradation I"
"5553","GRMZM2G170842","sucrose degradation III"
"5554","GRMZM2G059167","valine biosynthesis"
"5555","GRMZM2G059167","isoleucine biosynthesis I (from threonine)"
"5556","GRMZM2G153984","valine degradation I"
"5557","GRMZM2G153984","pentose phosphate pathway (oxidative branch)"
"5558","GRMZM2G153984","chorismate biosynthesis I"
"5559","GRMZM2G060464","salvage pathways of pyrimidine ribonucleotides"
"5560","GRMZM2G060464","pyrimidine ribonucleotides interconversion"
"5561","GRMZM2G060464","adenosine nucleotides <i>de novo<i> biosynthesis"
"5562","GRMZM2G060464","pyrimidine deoxyribonucleotides <i>de novo<i> biosynthesis I"
"5563","GRMZM2G060464","pyrimidine deoxyribonucleotides <i>de novo<i> biosynthesis I"
"5564","GRMZM2G060464","pyrimidine deoxyribonucleotides <i>de novo<i> biosynthesis I"
"5565","GRMZM2G060464","pyrimidine ribonucleotides interconversion"
"5566","GRMZM2G156803","riboflavin biosynthesis I (plastidic)"
"5567","GRMZM2G156803","riboflavin biosynthesis I (plastidic)"
"5568","GRMZM2G002173","coenzyme A biosynthesis"
"5569","GRMZM2G018416","glycerol degradation I"
"5570","GRMZM2G033007","aerobic respiration -- electron donor II"
"5571","GRMZM2G313750","leucopelargonidin and leucocyanidin biosynthesis"
"5572","GRMZM2G313750","flavonol biosynthesis"
"5573","GRMZM2G313750","leucodelphinidin biosynthesis"
