"ID","gene","pathway"
"5136","LOC_Os05g39770","biotin biosynthesis II"
"5137","LOC_Os01g52530","salvage pathways of purine and pyrimidine nucleotides"
"5138","LOC_Os01g52530","PRPP biosynthesis I"
"5139","LOC_Os12g22030","photorespiration"
"5140","LOC_Os12g22030","folate transformations"
"5141","LOC_Os12g22030","folate polyglutamylation I"
"5142","LOC_Os12g22030","glycine biosynthesis I"
"5143","LOC_Os12g22030","formylTHF biosynthesis II"
"5144","LOC_Os02g12900","cysteine biosynthesis I"
"5145","LOC_Os03g58260","tryptophan biosynthesis"
"5146","LOC_Os06g37590","ethylene biosynthesis from methionine"
"5147","LOC_Os02g05500","pyridoxal 5 -phosphate salvage pathway"
"5148","LOC_Os02g05500","pyridoxal 5 -phosphate biosynthesis"
"5149","LOC_Os02g05500","pyridoxal 5 -phosphate salvage pathway"
"5150","LOC_Os01g54230","mixed acid fermentation"
"5151","LOC_Os01g54230","gluconeogenesis"
"5152","LOC_Os01g54230","reductive TCA cycle I"
"5153","LOC_Os02g12780","cytokinins degradation"
"5154","LOC_Os02g12780","cytokinins degradation"
"5155","LOC_Os02g12780","cytokinins degradation"
"5156","LOC_Os02g12780","cytokinins degradation"
"5157","LOC_Os02g12780","cytokinins degradation"
"5158","LOC_Os12g36810","homogalacturonan degradation"
"5159","LOC_Os01g49390","<i>cis</i>-zeatin biosynthesis"
"5160","LOC_Os12g40540","glycerol degradation IV"
"5161","LOC_Os12g40540","respiration (anaerobic)-- electron donors reaction list"
"5162","LOC_Os12g40540","aerobic respiration -- electron donors reaction list"
"5163","LOC_Os01g36090","pentose phosphate pathway (non-oxidative branch)"
"5164","LOC_Os01g36090","Calvin cycle"
"5165","LOC_Os05g03830","ornithine biosynthesis"
"5166","LOC_Os05g03830","arginine biosynthesis II (acetyl cycle)"
"5167","LOC_Os07g36750","cellulose biosynthesis"
"5168","LOC_Os04g38950","tryptophan biosynthesis"
"5169","LOC_Os03g49260","13-LOX and 13-HPL pathway"
"5170","LOC_Os03g49260","divinyl ether biosynthesis II (13-LOX)"
"5171","LOC_Os03g49260","jasmonic acid biosynthesis"
"5172","LOC_Os03g49260","13-LOX and 13-HPL pathway"
"5173","LOC_Os02g27340","flavin biosynthesis"
"5174","LOC_Os11g43510","triacylglycerol degradation"
"5175","LOC_Os05g45110","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5176","LOC_Os05g45110","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5177","LOC_Os05g45110","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5178","LOC_Os05g45110","cytokinins-<i>O</i>-glucoside biosynthesis"
"5179","LOC_Os05g45110","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5180","LOC_Os05g45110","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5181","LOC_Os05g45110","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5182","LOC_Os05g45110","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5183","LOC_Os05g45110","cytokinins-<i>O</i>-glucoside biosynthesis"
"5184","LOC_Os05g45110","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5185","LOC_Os05g45110","cytokinins-<i>O</i>-glucoside biosynthesis"
"5186","LOC_Os05g45110","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5187","LOC_Os05g45110","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5188","LOC_Os05g45110","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5189","LOC_Os05g45110","cytokinins-<i>O</i>-glucoside biosynthesis"
"5190","LOC_Os05g45110","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5191","LOC_Os05g45110","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5192","LOC_Os04g52400","enterobactin biosynthesis"
"5193","LOC_Os04g52400","phenylalanine degradation III"
"5194","LOC_Os04g52400","methionine degradation III"
"5195","LOC_Os04g52400","ethanol fermentation to acetate"
"5196","LOC_Os04g52400","mixed acid fermentation"
"5197","LOC_Os04g52400","oxidative ethanol degradation I"
"5198","LOC_Os04g52400","sucrose degradation to ethanol and lactate (anaerobic)"
"5199","LOC_Os05g06670","gibberellin inactivation"
"5200","LOC_Os02g43830","leucine biosynthesis"
"5201","LOC_Os02g10300","homogalacturonan degradation"
"5202","LOC_Os04g42060","aerobic respiration -- electron donor II"
"5203","LOC_Os02g24020","lysine biosynthesis I"
"5204","LOC_Os02g24020","lysine biosynthesis VI"
"5205","LOC_Os02g24020","lysine biosynthesis II"
"5206","LOC_Os03g10050","cysteine biosynthesis I"
"5207","LOC_Os10g35250","tetrahydrofolate biosynthesis II"
"5208","LOC_Os10g35250","tetrahydrofolate biosynthesis I"
"5209","LOC_Os01g18320","heme biosynthesis II"
"5210","LOC_Os01g18320","chlorophyllide <i>a</i> biosynthesis"
"5211","LOC_Os02g36140","phytocassane biosynthesis"
"5212","LOC_Os06g41820","secologanin and strictosidine biosynthesis"
"5213","LOC_Os10g17990","cardiolipin biosynthesis"
"5214","LOC_Os10g17990","phospholipid biosynthesis II"
"5215","LOC_Os10g17990","phospholipid biosynthesis I"
"5216","LOC_Os02g24600","aerobic respiration -- electron donor III"
"5217","LOC_Os02g24600","aerobic respiration -- electron donor II"
"5218","LOC_Os02g24600","respiration (anaerobic)-- electron donors reaction list"
"5219","LOC_Os02g24600","aerobic respiration -- electron donors reaction list"
"5220","LOC_Os02g24600","NAD/NADH phosphorylation and dephosphorylation"
"5221","LOC_Os01g51410","glycine cleavage complex"
"5222","LOC_Os05g49070","valine degradation I"
"5223","LOC_Os05g49070","pentose phosphate pathway (oxidative branch)"
"5224","LOC_Os03g05780","flavonoid biosynthesis"
"5225","LOC_Os03g05780","phenylpropanoid biosynthesis"
"5226","LOC_Os12g42280","abscisic acid biosynthesis"
"5227","LOC_Os12g42280","glycolysis IV (plant cytosol)"
"5228","LOC_Os12g42280","sucrose degradation to ethanol and lactate (anaerobic)"
"5229","LOC_Os12g42280","glycolysis I"
"5230","LOC_Os02g01150","photorespiration"
"5231","LOC_Os01g65790","homogalacturonan degradation"
"5232","LOC_Os03g14540","GDP-L-fucose biosynthesis I (from GDP-D-mannose)"
"5233","LOC_Os03g14540","GDP-D-rhamnose biosynthesis"
"5234","LOC_Os03g14540","UDP-<i>N</i>-acetylgalactosamine biosynthesis"
"5235","LOC_Os03g14540","dTDP-L-rhamnose biosynthesis I"
"5236","LOC_Os03g14540","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"5237","LOC_Os03g14540","galactose degradation II"
"5238","LOC_Os03g14540","UDP-glucose conversion"
"5239","LOC_Os03g14540","brassinosteroid biosynthesis II"
"5240","LOC_Os03g14540","dTDP-L-rhamnose biosynthesis I"
"5241","LOC_Os01g05820","&gamma;-glutamyl cycle"
"5242","LOC_Os03g12030","epicuticular wax biosynthesis"
"5243","LOC_Os03g12030","fatty acid elongation -- saturated"
"5244","LOC_Os03g12030","fatty acid biosynthesis - initial steps"
"5245","LOC_Os01g05810","&gamma;-glutamyl cycle"
"5246","LOC_Os03g22020","betanidin degradation"
"5247","LOC_Os11g14950","valine biosynthesis"
"5248","LOC_Os11g14950","isoleucine biosynthesis from threonine"
"5249","LOC_Os04g53230","glycine cleavage complex"
"5250","LOC_Os05g06750","glycine cleavage complex"
"5251","LOC_Os05g06750","pyruvate dehydrogenase complex"
"5252","LOC_Os05g06750","branched-chain &alpha;-keto acid dehydrogenase complex"
"5253","LOC_Os05g06750","2-keto glutarate dehydrogenase complex"
"5254","LOC_Os05g06750","glycerol degradation IV"
"5255","LOC_Os05g06750","respiration (anaerobic)-- electron donors reaction list"
"5256","LOC_Os05g06750","aerobic respiration -- electron donors reaction list"
"5257","LOC_Os12g37260","jasmonic acid biosynthesis"
"5258","LOC_Os12g37260","13-LOX and 13-HPL pathway"
"5259","LOC_Os12g37260","13-LOX and 13-HPL pathway"
"5260","LOC_Os12g37260","divinyl ether biosynthesis II (13-LOX)"
"5261","LOC_Os10g30560","cytokinins-<i>O</i>-glucoside biosynthesis"
"5262","LOC_Os10g30560","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5263","LOC_Os10g30560","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5264","LOC_Os10g30560","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5265","LOC_Os10g30560","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5266","LOC_Os10g30560","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5267","LOC_Os10g30560","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5268","LOC_Os10g30560","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5269","LOC_Os10g30560","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5270","LOC_Os10g30560","cytokinins-<i>O</i>-glucoside biosynthesis"
"5271","LOC_Os10g30560","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5272","LOC_Os10g30560","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5273","LOC_Os10g30560","cytokinins-<i>O</i>-glucoside biosynthesis"
"5274","LOC_Os10g30560","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5275","LOC_Os10g30560","cytokinins-<i>O</i>-glucoside biosynthesis"
"5276","LOC_Os10g30560","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5277","LOC_Os10g30560","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5278","LOC_Os01g54620","cellulose biosynthesis"
"5279","LOC_Os02g51830","tRNA charging pathway"
"5280","LOC_Os01g54030","enterobactin biosynthesis"
"5281","LOC_Os05g15150","tRNA charging pathway"
"5282","LOC_Os05g15150","tRNA charging pathway"
"5283","LOC_Os07g15190","epicuticular wax biosynthesis"
"5284","LOC_Os01g49330","folate transformations"
"5285","LOC_Os04g38010","glycolysis IV (plant cytosol)"
"5286","LOC_Os04g38010","sucrose degradation to ethanol and lactate (anaerobic)"
"5287","LOC_Os04g38010","glycolysis I"
"5288","LOC_Os12g41980","triacylglycerol degradation"
"5289","LOC_Os02g17640","enterobactin biosynthesis"
"5290","LOC_Os06g19500","enterobactin biosynthesis"
"5291","LOC_Os05g49840","triacylglycerol degradation"
"5292","LOC_OsM1g00330","aerobic respiration -- electron donor II"
"5293","LOC_Os06g40700","betanidin degradation"
"5294","LOC_Os08g30810","&gamma;-glutamyl cycle"
"5295","LOC_Os02g03740","glycolysis IV (plant cytosol)"
"5296","LOC_Os02g03740","sucrose degradation to ethanol and lactate (anaerobic)"
"5297","LOC_Os02g03740","glycolysis I"
"5298","LOC_Os02g03740","purine nucleotides <i>de novo</i> biosynthesis II"
"5299","LOC_Os02g03740","purine nucleotides <i>de novo</i> biosynthesis I"
"5300","LOC_Os08g02110","betanidin degradation"
"5301","LOC_Os01g14630","geranylgeranyldiphosphate biosynthesis II (plastidic)"
"5302","LOC_Os05g04380","betanidin degradation"
"5303","LOC_Os01g43020","de novo biosynthesis of pyrimidine ribonucleotides"
"5304","LOC_Os06g15020","epicuticular wax biosynthesis"
"5305","LOC_Os06g15020","fatty acid biosynthesis - initial steps"
"5306","LOC_Os06g15020","fatty acid elongation -- saturated"
"5307","LOC_Os05g45150","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5308","LOC_Os05g45150","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5309","LOC_Os05g45150","cytokinins-<i>O</i>-glucoside biosynthesis"
"5310","LOC_Os05g45150","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5311","LOC_Os05g45150","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5312","LOC_Os05g45150","cytokinins-<i>O</i>-glucoside biosynthesis"
"5313","LOC_Os05g45150","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5314","LOC_Os05g45150","cytokinins-<i>O</i>-glucoside biosynthesis"
"5315","LOC_Os05g45150","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5316","LOC_Os05g45150","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5317","LOC_Os05g45150","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5318","LOC_Os05g45150","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5319","LOC_Os05g45150","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5320","LOC_Os05g45150","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5321","LOC_Os05g45150","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5322","LOC_Os05g45150","cytokinins-<i>O</i>-glucoside biosynthesis"
"5323","LOC_Os05g45150","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5324","LOC_Os01g70540","phenylalanine degradation III"
"5325","LOC_Os01g70540","ethanol fermentation to acetate"
"5326","LOC_Os01g70540","mixed acid fermentation"
"5327","LOC_Os01g70540","oxidative ethanol degradation I"
"5328","LOC_Os01g70540","sucrose degradation to ethanol and lactate (anaerobic)"
"5329","LOC_Os01g70540","methionine degradation III"
"5330","LOC_Os09g28430","starch degradation"
"5331","LOC_Os09g28430","starch degradation"
"5332","LOC_Os03g50510","isoleucine biosynthesis from threonine"
"5333","LOC_Os03g50510","cysteine biosynthesis I"
"5334","LOC_Os03g50510","threonine biosynthesis from homoserine"
"5335","LOC_Os03g50510","homocysteine and cysteine interconversion"
"5336","LOC_Os03g50510","homocysteine degradation"
"5337","LOC_Os07g36680","cellulose biosynthesis"
"5338","LOC_Os08g32780","cyanate degradation"
"5339","LOC_Os02g14190","spermine biosynthesis"
"5340","LOC_Os01g67860","xylulose-monophosphate cycle"
"5341","LOC_Os01g67860","gluconeogenesis"
"5342","LOC_Os01g67860","glycolysis IV (plant cytosol)"
"5343","LOC_Os01g67860","Calvin cycle"
"5344","LOC_Os01g67860","sucrose degradation to ethanol and lactate (anaerobic)"
"5345","LOC_Os01g67860","glycolysis I"
"5346","LOC_Os04g03980","IAA biosynthesis I"
"5347","LOC_Os04g03980","nicotine degradation II"
"5348","LOC_Os11g02130","betanidin degradation"
"5349","LOC_Os03g02450","pyridoxal 5 -phosphate salvage pathway"
"5350","LOC_Os03g02450","pyridoxal 5 -phosphate salvage pathway"
"5351","LOC_Os03g02450","pyridoxal 5 -phosphate biosynthesis"
"5352","LOC_Os07g30200","tRNA charging pathway"
"5353","LOC_Os07g30200","tRNA charging pathway"
"5354","LOC_Os08g25734","starch biosynthesis"
"5355","LOC_Os01g71650","cellulose biosynthesis"
"5356","LOC_Os11g29370","photorespiration"
"5357","LOC_Os09g13870","phospholipid biosynthesis II"
"5358","LOC_Os09g13870","triacylglycerol biosynthesis"
"5359","LOC_Os06g04510","gluconeogenesis"
"5360","LOC_Os06g04510","glycolysis IV (plant cytosol)"
"5361","LOC_Os06g04510","sucrose degradation to ethanol and lactate (anaerobic)"
"5362","LOC_Os06g04510","glycolysis I"
"5363","LOC_Os08g34910","homogalacturonan degradation"
"5364","LOC_Os04g02780","arginine degradation X (arginine monooxygenase pathway)"
"5365","LOC_Os04g02780","acrylonitrile degradation"
"5366","LOC_Os04g02780","IAA biosynthesis VI (via indole-3-acetamide)"
"5367","LOC_Os04g02780","aldoxime degradation"
"5368","LOC_Os08g10010","stearoyl-ACP desaturation pathway"
"5369","LOC_Os06g31270","homogalacturonan degradation"
"5370","LOC_Os11g19340","triacylglycerol degradation"
"5371","LOC_Os10g26110","IAA biosynthesis I"
"5372","LOC_Os10g26110","hydroxycinnamic acid serotonin amides biosynthesis"
"5373","LOC_Os10g26110","secologanin and strictosidine biosynthesis"
"5374","LOC_Os07g49110","peptidoglycan biosynthesis I"
"5375","LOC_Os10g33774","brassinosteroid biosynthesis II"
"5376","LOC_Os03g48850","tRNA charging pathway"
"5377","LOC_Os03g48850","tRNA charging pathway"
"5378","LOC_Os03g48850","tRNA charging pathway"
"5379","LOC_Os03g48850","tRNA charging pathway"
"5380","LOC_Os03g24070","photorespiration"
"5381","LOC_Os07g27870","acyl-CoA thioesterase pathway"
"5382","LOC_Os04g33300","salvage pathways of purine and pyrimidine nucleotides"
"5383","LOC_Os04g33300","de novo biosynthesis of pyrimidine ribonucleotides"
"5384","LOC_Os02g28040","triacylglycerol degradation"
"5385","LOC_Os08g34790","threonine biosynthesis from homoserine"
"5386","LOC_Os08g34790","methionine biosynthesis II"
"5387","LOC_Os09g29404","starch biosynthesis"
"5388","LOC_Os09g29404","starch degradation"
"5389","LOC_Os09g29404","starch degradation"
"5390","LOC_Os03g53010","stearoyl-ACP desaturation pathway"
"5391","LOC_Os03g59220","aerobic respiration -- electron donor II"
"5392","LOC_Os06g46799","betanidin degradation"
"5393","LOC_Os07g41280","pentose phosphate pathway (oxidative branch)"
"5394","LOC_Os01g10110","cytokinins degradation"
"5395","LOC_Os01g10110","cytokinins degradation"
"5396","LOC_Os01g10110","cytokinins degradation"
"5397","LOC_Os01g10110","cytokinins degradation"
"5398","LOC_Os01g10110","cytokinins degradation"
"5399","LOC_Os02g33030","cyanate degradation"
"5400","LOC_Os03g11700","betanidin degradation"
"5401","LOC_Os01g56810","cytokinins degradation"
"5402","LOC_Os01g56810","cytokinins degradation"
"5403","LOC_Os01g56810","cytokinins degradation"
"5404","LOC_Os01g56810","cytokinins degradation"
"5405","LOC_Os01g56810","cytokinins degradation"
"5406","LOC_Os07g30160","trehalose biosynthesis I"
"5407","LOC_Os01g03020","tRNA charging pathway"
"5408","LOC_Os01g03020","tRNA charging pathway"
"5409","LOC_Os01g03020","tRNA charging pathway"
"5410","LOC_Os01g53370","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5411","LOC_Os01g53370","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5412","LOC_Os01g53370","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5413","LOC_Os01g53370","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5414","LOC_Os01g53370","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5415","LOC_Os01g53370","cytokinins-<i>O</i>-glucoside biosynthesis"
"5416","LOC_Os01g53370","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5417","LOC_Os01g53370","cytokinins-<i>O</i>-glucoside biosynthesis"
"5418","LOC_Os01g53370","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5419","LOC_Os01g53370","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5420","LOC_Os01g53370","cytokinins-<i>O</i>-glucoside biosynthesis"
"5421","LOC_Os01g53370","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5422","LOC_Os01g53370","cytokinins-<i>O</i>-glucoside biosynthesis"
"5423","LOC_Os01g53370","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5424","LOC_Os01g53370","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5425","LOC_Os01g53370","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5426","LOC_Os01g53370","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5427","LOC_Os05g49830","triacylglycerol degradation"
"5428","LOC_Os02g07230","tetrapyrrole biosynthesis I"
"5429","LOC_Os05g34180","methylerythritol phosphate pathway"
"5430","LOC_Os05g34180","polyisoprenoid biosynthesis"
"5431","LOC_Os05g34180","mevalonate pathway"
"5432","LOC_Os11g19460","photorespiration"
"5433","LOC_Os01g56610","methionine biosynthesis II"
"5434","LOC_Os01g56610","methionine biosynthesis II"
"5435","LOC_Os01g56610","S-methylmethionine cycle"
"5436","LOC_Os01g71410","cellulose biosynthesis"
"5437","LOC_Os05g33840","methylerythritol phosphate pathway"
"5438","LOC_Os05g33840","pyridoxal 5 -phosphate biosynthesis"
"5439","LOC_Os05g33840","thiamine biosynthesis"
"5440","LOC_Os05g04870","enterobactin biosynthesis"
"5441","LOC_Os04g41340","photorespiration"
"5442","LOC_Os02g33080","putrescine biosynthesis II"
"5443","LOC_Os08g07170","cytokinins-<i>O</i>-glucoside biosynthesis"
"5444","LOC_Os08g07170","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5445","LOC_Os08g07170","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5446","LOC_Os08g07170","cytokinins-<i>O</i>-glucoside biosynthesis"
"5447","LOC_Os08g07170","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5448","LOC_Os08g07170","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5449","LOC_Os08g07170","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5450","LOC_Os08g07170","cytokinins-<i>O</i>-glucoside biosynthesis"
"5451","LOC_Os08g07170","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5452","LOC_Os08g07170","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5453","LOC_Os08g07170","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5454","LOC_Os08g07170","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5455","LOC_Os08g07170","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5456","LOC_Os08g07170","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5457","LOC_Os08g07170","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5458","LOC_Os08g07170","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5459","LOC_Os08g07170","cytokinins-<i>O</i>-glucoside biosynthesis"
"5460","LOC_Os03g05710","hydroxycinnamic acid serotonin amides biosynthesis"
"5461","LOC_Os03g05710","hydroxycinnamic acid serotonin amides biosynthesis"
"5462","LOC_Os03g05710","hydroxycinnamic acid serotonin amides biosynthesis"
"5463","LOC_Os03g05710","hydroxycinnamic acid serotonin amides biosynthesis"
"5464","LOC_Os11g30200","glycolysis IV (plant cytosol)"
"5465","LOC_Os11g30200","sucrose degradation to ethanol and lactate (anaerobic)"
"5466","LOC_Os11g30200","glycolysis I"
"5467","LOC_Os02g56850","branched-chain &alpha;-keto acid dehydrogenase complex"
"5468","LOC_Os02g56850","glutathione redox reactions I"
"5469","LOC_Os02g56850","ascorbate glutathione cycle"
"5470","LOC_Os02g56850","glutathione redox reactions II"
"5471","LOC_Os04g19740","xylulose-monophosphate cycle"
"5472","LOC_Os04g19740","pentose phosphate pathway (non-oxidative branch)"
"5473","LOC_Os04g19740","Calvin cycle"
"5474","LOC_Os04g19740","pentose phosphate pathway (partial)"
"5475","LOC_Os04g19740","pentose phosphate pathway (non-oxidative branch)"
"5476","LOC_Os04g19740","Calvin cycle"
"5477","LOC_Os04g19740","pentose phosphate pathway (partial)"
"5478","LOC_Os04g19740","(deoxy)ribose phosphate degradation"
"5479","LOC_Os05g38150","proline biosynthesis II"
"5480","LOC_Os05g38150","proline biosynthesis I"
"5481","LOC_Os05g38150","citrulline biosynthesis"
"5482","LOC_Os05g38150","proline biosynthesis II"
"5483","LOC_Os05g38150","proline biosynthesis I"
"5484","LOC_Os05g38150","citrulline biosynthesis"
"5485","LOC_Os05g28960","phospholipid biosynthesis I"
"5486","LOC_Os06g51450","valine biosynthesis"
"5487","LOC_Os06g51450","isoleucine biosynthesis from threonine"
"5488","LOC_Os08g39850","13-LOX and 13-HPL pathway"
"5489","LOC_Os08g39850","divinyl ether biosynthesis II (13-LOX)"
"5490","LOC_Os08g39850","jasmonic acid biosynthesis"
"5491","LOC_Os08g39850","13-LOX and 13-HPL pathway"
"5492","LOC_Os02g17320","salvage pathways of pyrimidine ribonucleotides"
"5493","LOC_Os02g17320","salvage pathways of purine and pyrimidine nucleotides"
"5494","LOC_Os02g17320","Calvin cycle"
"5495","LOC_Os02g17320","salvage pathways of purine and pyrimidine nucleotides"
"5496","LOC_Os02g17320","salvage pathways of pyrimidine ribonucleotides"
"5497","LOC_Os07g34400","triacylglycerol degradation"
"5498","LOC_Os09g28570","aminopropanol biosynthesis"
"5499","LOC_Os09g28570","threonine degradation II"
"5500","LOC_Os09g28570","threonine degradation III (to methylglyoxal)"
"5501","LOC_Os09g28570","phenylalanine degradation III"
"5502","LOC_Os09g28570","enterobactin biosynthesis"
"5503","LOC_Os09g28570","ethanol fermentation to acetate"
"5504","LOC_Os09g28570","mixed acid fermentation"
"5505","LOC_Os09g28570","oxidative ethanol degradation I"
"5506","LOC_Os09g28570","sucrose degradation to ethanol and lactate (anaerobic)"
"5507","LOC_Os09g28570","methionine degradation III"
"5508","LOC_Os01g45110","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5509","LOC_Os01g45110","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5510","LOC_Os01g45110","cytokinins-<i>O</i>-glucoside biosynthesis"
"5511","LOC_Os01g45110","cytokinins-<i>O</i>-glucoside biosynthesis"
"5512","LOC_Os01g45110","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5513","LOC_Os01g45110","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5514","LOC_Os01g45110","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5515","LOC_Os01g45110","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5516","LOC_Os01g45110","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5517","LOC_Os01g45110","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5518","LOC_Os01g45110","cytokinins-<i>O</i>-glucoside biosynthesis"
"5519","LOC_Os01g45110","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5520","LOC_Os01g45110","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5521","LOC_Os01g45110","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5522","LOC_Os01g45110","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"5523","LOC_Os01g45110","cytokinins-<i>O</i>-glucoside biosynthesis"
"5524","LOC_Os01g45110","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"5525","LOC_Os11g04670","leucine biosynthesis"
"5526","LOC_Os08g03290","lysine biosynthesis I"
"5527","LOC_Os08g03290","lysine biosynthesis VI"
"5528","LOC_Os08g03290","lysine biosynthesis II"
"5529","LOC_Os08g03290","gluconeogenesis"
"5530","LOC_Os08g03290","glycolysis IV (plant cytosol)"
"5531","LOC_Os08g03290","sucrose degradation to ethanol and lactate (anaerobic)"
"5532","LOC_Os08g03290","glycolysis I"
"5533","LOC_Os03g60380","UDP-<i>N</i>-acetylgalactosamine biosynthesis"
"5534","LOC_Os03g60380","brassinosteroid biosynthesis II"
"5535","LOC_Os03g60380","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"5536","LOC_Os03g60380","galactose degradation II"
"5537","LOC_Os03g60380","UDP-glucose conversion"
"5538","LOC_Os02g05400","cardiolipin biosynthesis"
"5539","LOC_Os02g05400","phospholipid biosynthesis II"
"5540","LOC_Os02g05400","phospholipid biosynthesis I"
"5541","LOC_Os03g63490","pantothenate biosynthesis II"
"5542","LOC_Os03g63490","pantothenate biosynthesis I"
"5543","LOC_Os03g63490","pantothenate biosynthesis III"
"5544","LOC_Os08g23730","salvage pathways of purine nucleosides II (plant)"
"5545","LOC_Os08g23730","purine nucleotides <i>de novo</i> biosynthesis I"
"5546","LOC_Os08g23730","purine nucleotides <i>de novo</i> biosynthesis II"
"5547","LOC_Os08g23730","purine nucleotides <i>de novo</i> biosynthesis I"
"5548","LOC_Os02g09150","UDP-glucose conversion"
"5549","LOC_Os01g72250","de novo biosynthesis of pyrimidine ribonucleotides"
"5550","LOC_Os01g55540","asparagine biosynthesis I"
"5551","LOC_Os01g55540","glutamine degradation III"
"5552","LOC_Os01g55540","aspartate degradation II"
"5553","LOC_Os01g55540","asparagine degradation I"
"5554","LOC_Os01g55540","aspartate biosynthesis I"
"5555","LOC_Os01g55540","L-cysteine degradation I"
"5556","LOC_Os09g06620","Calvin cycle"
"5557","LOC_Os08g13930","UDP-<i>N</i>-acetylgalactosamine biosynthesis"
"5558","LOC_Os08g13930","dTDP-L-rhamnose biosynthesis I"
"5559","LOC_Os08g13930","ascorbate biosynthesis"
"5560","LOC_Os08g13930","sucrose biosynthesis"
